,timestamp,value
0,2017-08-01T07:04:05+00:00,65.0
1,2017-08-01T07:09:08+00:00,65.0
2,2017-08-01T07:14:00+00:00,65.0
3,2017-08-01T07:18:49+00:00,65.0
4,2017-08-01T07:23:32+00:00,65.0
5,2017-08-01T07:28:23+00:00,65.0
6,2017-08-01T07:33:19+00:00,65.0
7,2017-08-01T07:38:02+00:00,65.0
8,2017-08-01T07:42:54+00:00,65.0
9,2017-08-01T07:47:46+00:00,65.0
10,2017-08-01T07:52:38+00:00,65.0
11,2017-08-01T07:57:27+00:00,65.0
12,2017-08-01T08:02:15+00:00,65.0
13,2017-08-01T08:07:05+00:00,65.0
14,2017-08-01T08:11:58+00:00,65.0
15,2017-08-01T08:16:55+00:00,65.0
16,2017-08-01T08:21:43+00:00,65.0
17,2017-08-01T08:26:32+00:00,65.0
18,2017-08-01T08:31:14+00:00,65.0
19,2017-08-01T08:35:57+00:00,65.0
20,2017-08-01T08:40:51+00:00,65.0
21,2017-08-01T08:45:41+00:00,65.0
22,2017-08-01T08:50:40+00:00,65.0
23,2017-08-01T08:55:24+00:00,65.0
24,2017-08-01T09:00:11+00:00,65.0
25,2017-08-01T09:05:07+00:00,65.0
26,2017-08-01T09:09:58+00:00,65.0
27,2017-08-01T09:14:49+00:00,65.0
28,2017-08-01T09:19:50+00:00,65.0
29,2017-08-01T09:24:43+00:00,65.0
30,2017-08-01T09:29:29+00:00,65.0
31,2017-08-01T09:34:11+00:00,65.0
32,2017-08-01T09:39:01+00:00,65.0
33,2017-08-01T09:43:49+00:00,65.0
34,2017-08-01T09:48:33+00:00,65.0
35,2017-08-01T09:53:14+00:00,65.0
36,2017-08-01T09:58:07+00:00,65.0
37,2017-08-01T10:02:56+00:00,65.0
38,2017-08-01T10:07:47+00:00,65.0
39,2017-08-01T10:12:34+00:00,65.0
40,2017-08-01T10:17:21+00:00,65.0
41,2017-08-01T10:22:13+00:00,65.0
42,2017-08-01T10:27:03+00:00,65.0
43,2017-08-01T10:31:52+00:00,65.0
44,2017-08-01T10:36:42+00:00,65.0
45,2017-08-01T10:41:42+00:00,65.0
46,2017-08-01T10:46:36+00:00,65.0
47,2017-08-01T10:51:28+00:00,65.0
48,2017-08-01T10:56:28+00:00,65.0
49,2017-08-01T11:01:22+00:00,65.0
50,2017-08-01T11:06:26+00:00,65.0
51,2017-08-01T11:11:14+00:00,65.0
52,2017-08-01T11:15:57+00:00,65.0
53,2017-08-01T11:20:53+00:00,65.0
54,2017-08-01T11:25:45+00:00,65.0
55,2017-08-01T11:30:45+00:00,65.0
56,2017-08-01T11:35:33+00:00,64.31
57,2017-08-01T11:40:17+00:00,64.31
58,2017-08-01T11:45:02+00:00,64.31
59,2017-08-01T11:49:44+00:00,64.31
60,2017-08-01T11:54:22+00:00,64.31
61,2017-08-01T11:59:01+00:00,64.31
62,2017-08-01T12:03:41+00:00,64.31
63,2017-08-01T12:08:25+00:00,64.31
64,2017-08-01T12:13:10+00:00,64.31
65,2017-08-01T12:17:50+00:00,63.84
66,2017-08-01T12:22:31+00:00,63.28
67,2017-08-01T12:27:05+00:00,63.28
68,2017-08-01T12:31:41+00:00,63.28
69,2017-08-01T12:36:36+00:00,63.28
