,timestamp,value
0,2015-02-01T08:03:18+00:00,68.56
1,2015-02-01T08:08:38+00:00,68.56
2,2015-02-01T08:14:03+00:00,68.56
3,2015-02-01T08:19:22+00:00,68.56
4,2015-02-01T08:24:47+00:00,68.56
5,2015-02-01T08:30:07+00:00,68.56
6,2015-02-01T08:35:35+00:00,68.56
7,2015-02-01T08:41:04+00:00,68.56
8,2015-02-01T08:46:28+00:00,68.56
9,2015-02-01T08:51:56+00:00,68.56
10,2015-02-01T08:57:25+00:00,68.56
11,2015-02-01T09:02:42+00:00,68.56
12,2015-02-01T09:07:59+00:00,68.56
13,2015-02-01T09:13:26+00:00,68.56
14,2015-02-01T09:18:46+00:00,68.56
15,2015-02-01T09:24:06+00:00,68.56
16,2015-02-01T09:29:15+00:00,68.56
17,2015-02-01T09:34:28+00:00,68.56
18,2015-02-01T09:39:36+00:00,68.56
19,2015-02-01T09:44:53+00:00,69.0
20,2015-02-01T09:50:20+00:00,69.0
21,2015-02-01T09:55:39+00:00,69.0
22,2015-02-01T10:00:55+00:00,69.0
23,2015-02-01T10:06:15+00:00,69.44
24,2015-02-01T10:11:31+00:00,69.81
25,2015-02-01T10:16:57+00:00,69.81
26,2015-02-01T10:22:22+00:00,69.81
27,2015-02-01T10:27:45+00:00,69.81
28,2015-02-01T10:33:09+00:00,70.0
29,2015-02-01T10:38:28+00:00,70.0
30,2015-02-01T10:43:42+00:00,70.0
31,2015-02-01T10:48:56+00:00,70.0
32,2015-02-01T10:54:03+00:00,70.0
33,2015-02-01T10:59:18+00:00,70.0
34,2015-02-01T11:04:37+00:00,70.0
35,2015-02-01T11:09:49+00:00,70.0
36,2015-02-01T11:15:06+00:00,70.0
37,2015-02-01T11:20:20+00:00,70.0
38,2015-02-01T11:25:43+00:00,70.0
39,2015-02-01T11:30:57+00:00,70.0
40,2015-02-01T11:36:17+00:00,70.0
41,2015-02-01T11:41:39+00:00,70.0
42,2015-02-01T11:46:57+00:00,70.0
43,2015-02-01T11:52:21+00:00,70.0
44,2015-02-01T11:57:38+00:00,70.0
45,2015-02-01T12:02:45+00:00,70.0
46,2015-02-01T12:08:03+00:00,70.0
47,2015-02-01T12:13:31+00:00,70.0
48,2015-02-01T12:19:00+00:00,70.0
49,2015-02-01T12:24:15+00:00,70.0
50,2015-02-01T12:29:47+00:00,70.0
51,2015-02-01T12:35:13+00:00,70.0
52,2015-02-01T12:40:41+00:00,70.0
53,2015-02-01T12:46:10+00:00,70.0
54,2015-02-01T12:51:32+00:00,70.0
55,2015-02-01T12:56:50+00:00,70.0
56,2015-02-01T13:02:22+00:00,70.0
57,2015-02-01T13:07:45+00:00,70.0
58,2015-02-01T13:13:03+00:00,70.0
59,2015-02-01T13:18:30+00:00,70.0
60,2015-02-01T13:24:07+00:00,70.0
61,2015-02-01T13:29:37+00:00,70.0
62,2015-02-01T13:35:08+00:00,70.0
63,2015-02-01T13:40:26+00:00,70.0
